source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating,nela_gt_label
harvardpolitics.com,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
hattiesburgamerican.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
hawaiitribune-herald.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
,usa,left-center,mixed,mostly free,magazine,high traffic,medium credibility,mixed
healthyway.com,usa,left-center,mixed,mostly free,website,medium traffic,medium credibility,mixed
heavy.com,usa,left-center,high,mostly free,website,high traffic,high credibility,reliable
hechingerreport.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
hs.fi,finland,left-center,high,excellent,newspaper,high traffic,high credibility,reliable
helsinkitimes.fi,finland,least biased,high,excellent,website,medium traffic,high credibility,reliable
thegleaner.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
hcn.org,usa,left-center,high,mostly free,magazine,medium traffic,high credibility,reliable
hillsdale.net,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
historynewsnetwork.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
hitc.com,united kingdom,left-center,mixed,mostly free,website,high traffic,high credibility,mixed
hollandsentinel.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
hollywoodreporter.com,usa,left-center,high,mostly free,magazine,high traffic,high credibility,reliable
civilbeat.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
staradvertiser.com,usa,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
hopestandard.com,canada,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
hotnews.ro,romania,left-center,high,moderate freedom,website,high traffic,high credibility,reliable
houmatoday.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
hrw.org,usa,left-center,high,mostly free,organization/foundation,high traffic,high credibility,reliable
humanium.org,switzerland,left-center,high,excellent,organization/foundation,medium traffic,high credibility,reliable
icenews.is,iceland,left-center,mixed,mostly free,newspaper,minimal traffic,medium credibility,mixed
idahopress.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
ifamericaknew.org,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
iflscience.com,united kingdom,left-center,high,mostly free,website,high traffic,high credibility,reliable
independentaustralia.net,australia,left-center,high,mostly free,website,medium traffic,high credibility,reliable
index.hr,croatia,left-center,high,moderate freedom,website,high traffic,high credibility,reliable
inews.co.uk,united kingdom,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
infobae.com,argentina,left-center,high,mostly free,website,high traffic,high credibility,reliable
inquisitr.com,israel,left-center,mixed,moderate freedom,website,medium traffic,medium credibility,mixed
insideedition.com,usa,left-center,high,mostly free,magazine,medium traffic,high credibility,reliable
insideevs.com,usa,left-center,high,mostly free,website,high traffic,high credibility,reliable
insidehighered.com,usa,left-center,high,mostly free,website,medium traffic,high credibility,reliable
insidephilanthropy.com,usa,left-center,high,mostly free,website,minimal traffic,high credibility,reliable
insider.com,usa,left-center,high,mostly free,website,high traffic,high credibility,reliable
instituteforgovernment.org.uk,united kingdom,left-center,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
imeu.org,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
itep.org,usa,left-center,high,mostly free,website,medium traffic,high credibility,reliable
ibtimes.com,usa,left-center,mixed,mostly free,website,medium traffic,medium credibility,mixed
interpretermag.com,usa,left-center,high,mostly free,website,minimal traffic,high credibility,reliable
inverse.com,usa,left-center,high,mostly free,website,high traffic,high credibility,reliable
press-citizen.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
irishmirror.ie,ireland,left-center,mixed,excellent,newspaper,high traffic,high credibility,mixed
israel21c.org,israel,left-center,high,moderate freedom,website,medium traffic,high credibility,reliable
jalopnik.com,usa,left-center,high,mostly free,website,high traffic,high credibility,reliable
newsandtribune.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
joe.co.uk,united kingdom,left-center,mixed,mostly free,website,medium traffic,high credibility,mixed
joe.ie,ireland,left-center,mixed,excellent,website,medium traffic,high credibility,mixed
kff.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
khn.org,usa,left-center,high,mostly free,organization/foundation,medium traffic,high credibility,reliable
thepeterboroughexaminer.com,canada,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
kbrw.org,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility,reliable
kcrw.com,usa,left-center,high,mostly free,radio station,medium traffic,high credibility,reliable
cbsnews.com,usa,left-center,high,mostly free,website,high traffic,high credibility,reliable
kenoshanews.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
abc30.com,usa,left-center,high,mostly free,tv station,high traffic,high credibility,reliable
abc7news.com,usa,left-center,high,mostly free,tv station,high traffic,high credibility,reliable
kilgorenewsherald.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
kiyu.com,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility,reliable
nbcdfw.com,usa,left-center,high,mostly free,tv station,high traffic,high credibility,reliable
kokomotribune.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
kpic.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility,reliable
kqed.org,usa,left-center,high,mostly free,radio station,medium traffic,high credibility,reliable
alaskapublic.org,usa,left-center,high,mostly free,radio station,medium traffic,high credibility,reliable
abc13.com,usa,left-center,high,mostly free,tv station,high traffic,high credibility,reliable
idahopress.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
kuow.org,usa,left-center,high,mostly free,radio station,medium traffic,high credibility,reliable
kyivindependent.com,ukraine,left-center,high,moderate freedom,website,medium traffic,high credibility,reliable
kyivpost.com,ukraine,left-center,mixed,moderate freedom,newspaper,high traffic,medium credibility,mixed
kyuk.org,usa,left-center,high,mostly free,radio station,minimal traffic,high credibility,reliable
laconiadailysun.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
ladepeche.fr,france,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
ladysmithchronicle.com,canada,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
theadvertiser.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
jconline.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
lakecowichangazette.com,canada,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
lajuntatribunedemocrat.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
langleyadvancetimes.com,canada,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
lapresse.ca,canada,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
repubblica.it,italy,left-center,high,moderate freedom,newspaper,high traffic,high credibility,reliable
lastampa.it,italy,left-center,high,moderate freedom,newspaper,high traffic,high credibility,reliable
latimes.com,usa,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
reporter.net,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
leftjustified.com,usa,left-center,mixed,mostly free,website,minimal traffic,medium credibility,mixed
lemonde.fr,usa,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
liberation.fr,france,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
lincolncourier.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
livingstondaily.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
lamag.com,usa,left-center,high,mostly free,magazine,medium traffic,high credibility,reliable
macleans.ca,canada,left-center,high,mostly free,magazine,medium traffic,high credibility,reliable
malaysiakini.com,malaysia,left-center,mixed,limited freedom,website,high traffic,high credibility,mixed
mb.com.ph,philippines,left-center,mixed,limited freedom,newspaper,high traffic,medium credibility,mixed
somdnews.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
marshallnewsmessenger.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
reporter-times.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
marylandmatters.org,usa,left-center,high,mostly free,organization/foundation,minimal traffic,high credibility,reliable
mcdonoughvoice.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
mediapart.fr,france,left-center,high,mostly free,website,high traffic,high credibility,reliable
medium.com,usa,left-center,mixed,mostly free,website,high traffic,medium credibility,mixed
menshealth.com,usa,left-center,mixed,mostly free,magazine,high traffic,high credibility,mixed
mensjournal.com,usa,left-center,mixed,mostly free,magazine,high traffic,high credibility,mixed
metro.co.uk,united kingdom,left-center,mixed,mostly free,newspaper,high traffic,medium credibility,mixed
nhregister.com,usa,left-center,high,mostly free,newspaper,medium traffic,high credibility,reliable
miamiherald.com,usa,left-center,high,mostly free,newspaper,high traffic,high credibility,reliable
middleeasteye.net,united kingdom,left-center,mixed,mostly free,website,medium traffic,high credibility,mixed
milforddailynews.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
unionrecorder.com,usa,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
mississauga.com,canada,left-center,high,mostly free,newspaper,minimal traffic,high credibility,reliable
